Nombre Institucion,Tipo INstitucion,Calle,Estado,Ciudad,Pagina Web,Coordenada Latitud,Coordenada Longitud
I SPEAK ENGLISH SCHOOL,Escuelas de idiomas del sector privado,22226,Baja California,Tijuana                                                                                                       ,,32.48583835,-116.9269588
I..C.C.A.T,Escuelas del sector privado que combinan diversos niveles de educaci�n,LOS PINOS,Baja California,Tijuana                                                                                                       ,,32.46333393,-116.9285298
IBERO UNIVERSIDAD,Escuelas de educaci�n superior del sector privado,22226,Baja California,Tijuana                                                                                                       ,,32.48895929,-116.9312988
IBERO UNIVERSIDAD,Escuelas de educaci�n superior del sector privado,PLAYAS DE TIJUANA,Baja California,Tijuana                                                                                                       ,,32.51516674,-117.1039319
ICAT,Escuelas del sector privado dedicadas a la ense�anza de oficios,CONTRERAS,Baja California,Tijuana                                                                                                       ,,32.49813874,-116.9678683
ICES LAB UNIVERSIDAD DE SAN DIEGO,Escuelas de educaci�n superior del sector privado,22106,Baja California,Tijuana                                                                                                       ,,32.5088296,-116.9881981
IDAP TIJUANA,Escuelas de educaci�n superior del sector privado,CENTRO,Baja California,Tijuana                                                                                                       ,,32.52682549,-117.0374406
IDEC INSTITUTO,Escuelas del sector privado dedicadas a la ense�anza de oficios,LOS PINOS,Baja California,Tijuana                                                                                                       ,,32.47215993,-116.9337917
IDET PREPARATORIA,Escuelas de educaci�n media superior del sector privado,LA CAMPI�A,Baja California,Tijuana                                                                                                       ,,32.46489495,-116.9141504
IDIOMAS CENTER,Escuelas de idiomas del sector privado,VILLA FONTANA,Baja California,Tijuana                                                                                                       ,,32.50415662,-116.8578766
IEXPLORE,Escuelas de educaci�n primaria del sector privado,PLAYAS DE TIJUANA SECCI�N JARDINES,Baja California,Tijuana                                                                                                       ,,32.52470707,-117.1229915
IGNACIO RAMIREZ SECUANDARIA 44,Escuelas de educaci�n secundaria general del sector p�blico,CORTES LA MESA,Baja California,Tijuana                                                                                                       ,,32.49782974,-116.9767225
IMAGINA CENTRO DE APENDIZAJE INFANTIL,Servicios de profesores particulares,VILLA FONTANA,Baja California,Tijuana                                                                                                       ,,32.51120235,-116.8809887
INGLES INDIVIDUAL,Escuelas de idiomas del sector privado,ZONA URBANA RIO TIJUANA,Baja California,Tijuana                                                                                                       ,,32.52335706,-117.0145545
INIDE,Escuelas de educaci�n superior del sector privado,EL CHAMIZAL,Baja California,Tijuana                                                                                                       ,,32.51738681,-116.9774382
INNEA INSTITUTO NACIONAL PARA LA EDUCACION DE LOS ADULTOS,Escuelas del sector p�blico que combinan diversos niveles de educaci�n,LAS BRISAS,Baja California,Tijuana                                                                                                       ,,32.49931304,-116.9572725
INODET,Escuelas de educaci�n superior del sector privado,EL LAGO,Baja California,Tijuana                                                                                                       ,,32.49967894,-116.918689
INPOCIPE,Escuelas de educaci�n superior del sector p�blico,GABILONDO,Baja California,Tijuana                                                                                                       ,,32.51374053,-117.0178035
INSIGHT,Otros servicios educativos proporcionados por el sector privado,LAS PALMAS,Baja California,Tijuana                                                                                                       ,,32.5086432,-116.9843181
INSPECCION ESCOLAR ZONA XXXIII,Otros servicios educativos proporcionados por el sector p�blico,22106,Baja California,Tijuana                                                                                                       ,,32.50882866,-116.9882086
INSTITUTO AERONAUTICO DEL NOROESTE,Escuelas de educaci�n t�cnica superior del sector privado,TOMAS AQUINO,Baja California,Tijuana                                                                                                       ,,32.52924707,-116.9788876
INSTITUTO AERONAUTICO DEL NOROESTE,Escuelas de educaci�n t�cnica superior del sector privado,22404,Baja California,Tijuana                                                                                                       ,,32.54631537,-116.9752393
INSTITUTO ALFA,Escuelas del sector privado que combinan diversos niveles de educaci�n,TOMAS AQUINO,Baja California,Tijuana                                                                                                       ,,32.52989634,-116.986173
INSTITUTO ALTAZOR,Escuelas de educaci�n media superior del sector privado,REVOLUCION,Baja California,Tijuana                                                                                                       ,,32.51956483,-117.0156888
INSTITUTO AM�RICA,Escuelas de educaci�n primaria del sector privado,LA MESA,Baja California,Tijuana                                                                                                       ,,32.50269948,-116.966561
INSTITUTO ANAHUAC DE TIJUANA,Escuelas de educaci�n secundaria general del sector privado,ALTAMIRA,Baja California,Tijuana                                                                                                       ,,32.52773648,-117.053398
INSTITUTO ANAHUAC DE TIJUANA,Escuelas de educaci�n primaria del sector privado,INDEPENDENCIA,Baja California,Tijuana                                                                                                       ,,32.5276287,-117.0531933
INSTITUTO ANAHUAC DE TIJUANA AC,Escuelas de educaci�n preescolar del sector privado,INDEPENDENCIA,Baja California,Tijuana                                                                                                       ,,32.52763338,-117.0533426
INSTITUTO ANDRES GUILLERMO,Escuelas del sector privado que combinan diversos niveles de educaci�n,BAJA MAQ EL AGUILA,Baja California,Tijuana                                                                                                       ,,32.49891655,-116.9054217
INSTITUTO ARANGURE,Escuelas del sector privado que combinan diversos niveles de educaci�n,ZONA RIO,Baja California,Tijuana                                                                                                       ,,32.51898469,-117.0104737
INSTITUTO BELLEZA DREAMS,Escuelas del sector privado dedicadas a la ense�anza de oficios,REAL DE SAN FRANCISCO,Baja California,Tijuana                                                                                                       ,,32.48333429,-116.8504045
INSTITUTO BELLEZA ROSSBELL,Escuelas del sector privado dedicadas a la ense�anza de oficios,EJIDO FRANCISCO VILLA,Baja California,Tijuana                                                                                                       ,,32.49008169,-116.8540361
INSTITUTO BERTRAND RUSSELL,Escuelas del sector privado que combinan diversos niveles de educaci�n,FRANCISCO VILLA,Baja California,Tijuana                                                                                                       ,,32.51405123,-117.0572326
INSTITUTO BICENTENARIO,Escuelas de educaci�n media superior del sector privado,LOMAS DEL MATAMOROS,Baja California,Tijuana                                                                                                       ,,32.51336319,-116.8847605
INSTITUTO BILINGUE ELITE,Escuelas del sector privado que combinan diversos niveles de educaci�n,LA JOYA,Baja California,Tijuana                                                                                                       ,,32.44499886,-117.0113749
INSTITUTO BILINGUE FRIDA KAHLO,Escuelas del sector privado que combinan diversos niveles de educaci�n,CENTRO,Baja California,Tijuana                                                                                                       ,,32.53059285,-117.0393423
INSTITUTO BILINGUE SANTA FE,Escuelas del sector privado que combinan diversos niveles de educaci�n,SANTA FE 5 SECCION,Baja California,Tijuana                                                                                                       ,,32.43467037,-117.0316731
INSTITUTO CACHO MONTESORI,Escuelas del sector privado que combinan diversos niveles de educaci�n,MADERO,Baja California,Tijuana                                                                                                       ,,32.51730976,-117.0242288
INSTITUTO CAPACITADOR PARA EL TRABAJO REAL SAN FRANCISCO,Escuelas del sector privado dedicadas a la ense�anza de oficios,MARIANO MATAMOROS (NORTE),Baja California,Tijuana                                                                                                       ,,32.49451725,-116.8836764
INSTITUTO CELESTIN FREINET,Escuelas de educaci�n primaria del sector privado,HERRERA,Baja California,Tijuana                                                                                                       ,,32.53256404,-117.0532756
INSTITUTO CERJ SC,Escuelas del sector privado dedicadas a la ense�anza de oficios,EL DORADO RESIDENCIAL,Baja California,Tijuana                                                                                                       ,,32.49815241,-116.8642045
INSTITUTO CETIS,Escuelas de educaci�n media superior del sector privado,MARIANO MATAMOROS (SUR),Baja California,Tijuana                                                                                                       ,,32.47447036,-116.8734385
INSTITUTO CIUDAD DE TIJUANA,Escuelas de educaci�n primaria del sector privado,GENARO VQZQUEZ,Baja California,Tijuana                                                                                                       ,,32.44490303,-116.9849307
INSTITUTO CIUDAD DE TIJUANA,Escuelas del sector p�blico que combinan diversos niveles de educaci�n,GENARO VQZQUEZ,Baja California,Tijuana                                                                                                       ,,32.44490303,-116.9849307
INSTITUTO COLINAS,Escuelas del sector privado que combinan diversos niveles de educaci�n,HACIENDA REMOSA,Baja California,Tijuana                                                                                                       ,,32.48699272,-116.9959176
INSTITUTO CULTURAL MUSICAL,Escuelas de arte del sector privado,LOS ALTOS (RU�Z VALENCIA),Baja California,Tijuana                                                                                                       ,,32.5279578,-117.0739045
INSTITUTO CUMBRES DE TIJUANA,Escuelas del sector privado que combinan diversos niveles de educaci�n,MISIONES DE LAS CALIFORNIAS,Baja California,Tijuana                                                                                                       ,,32.52362294,-116.9632503
INSTITUTO DE ARTE MARCIAL CHINO Y DANZA DE LEON EN MEXICO,Escuelas de deporte del sector privado,ZONA URBANA RIO TIJUANA,Baja California,Tijuana                                                                                                       ,,32.53687515,-117.0247123
INSTITUTO DE ARTES,Escuelas de arte del sector privado,XICOTENCATL,Baja California,Tijuana                                                                                                       ,,32.53638256,-116.9353696
INSTITUTO DE BACHILLERATO DE TIJUANA,Escuelas de educaci�n superior del sector privado,FRANCISCO VILLA,Baja California,Tijuana                                                                                                       ,,32.48609581,-116.8658584
INSTITUTO DE BACHILLERATO TECNOLOGICO DE TIJUANA,Escuelas de educaci�n media superior del sector privado,FRANCISCO VILLA,Baja California,Tijuana                                                                                                       ,,32.48609581,-116.8658584
INSTITUTO DE BELLESA INTERCONTINENTAL,Escuelas del sector privado dedicadas a la ense�anza de oficios,ESMERALDA,Baja California,Tijuana                                                                                                       ,,32.49738193,-116.9681785
INSTITUTO DE BELLEZA AVANT GARDE,Escuelas del sector privado dedicadas a la ense�anza de oficios,CONTRERAS,Baja California,Tijuana                                                                                                       ,,32.49965788,-116.9680986
INSTITUTO DE BELLEZA AVANT GARDE,Escuelas del sector privado dedicadas a la ense�anza de oficios,MARIANO MATAMOROS (NORTE),Baja California,Tijuana                                                                                                       ,,32.49641133,-116.885269
INSTITUTO DE BELLEZA BEBERLI GILS,Escuelas del sector privado dedicadas a la ense�anza de oficios,JARDIN DORADO,Baja California,Tijuana                                                                                                       ,,32.52618669,-116.8893017
INSTITUTO DE BELLEZA CBS TILES,Escuelas del sector privado dedicadas a la ense�anza de oficios,TERRAZAS DEL VALLE,Baja California,Tijuana                                                                                                       ,,32.49072206,-116.8287589
INSTITUTO DE BELLEZA CICABE TIJUANA,Escuelas del sector privado dedicadas a la ense�anza de oficios,MACLOVIO ROJAS,Baja California,Tijuana                                                                                                       ,,32.46502272,-116.8093541
INSTITUTO DE BELLEZA EVOLUCION,Escuelas del sector privado dedicadas a la ense�anza de oficios,VILLAS DEL SOL,Baja California,Tijuana                                                                                                       ,,32.50043407,-116.8500579
INSTITUTO DE BELLEZA EVOLUCION 2,Escuelas del sector privado dedicadas a la ense�anza de oficios,MATAMOROS NORTE CENTRO SUR,Baja California,Tijuana                                                                                                       ,,32.49858661,-116.8905081
INSTITUTO DE BELLEZA HERMOSA EVOLUCION,Escuelas del sector privado dedicadas a la ense�anza de oficios,ESMERALDA,Baja California,Tijuana                                                                                                       ,,32.498337,-116.9657362
INSTITUTO DE BELLEZA IVETH,Escuelas del sector privado dedicadas a la ense�anza de oficios,LA GLORIA,Baja California,Tijuana                                                                                                       ,,32.44375932,-117.0107328
INSTITUTO DE BELLEZA LA HERMOSA EVOLUTION,Escuelas del sector privado dedicadas a la ense�anza de oficios,LAS FUENTES,Baja California,Tijuana                                                                                                       ,,32.49834285,-116.9657324
INSTITUTO DE BELLEZA LE MONDE,Escuelas del sector privado dedicadas a la ense�anza de oficios,ESMERALDA,Baja California,Tijuana                                                                                                       ,,32.498337,-116.9657362
INSTITUTO DE BELLEZA MONA,Escuelas del sector privado dedicadas a la ense�anza de oficios,CACHO,Baja California,Tijuana                                                                                                       ,,32.52191157,-117.0297731
INSTITUTO DE BELLEZA MONISSIMA,Escuelas del sector privado dedicadas a la ense�anza de oficios,EL REFUGIO,Baja California,Tijuana                                                                                                       ,,32.45714701,-116.8272513
INSTITUTO DE BELLEZA NUEVO MILENIO,Escuelas del sector privado dedicadas a la ense�anza de oficios,ZONA CENTRO,Baja California,Tijuana                                                                                                       ,,32.5326666,-117.0388029
INSTITUTO DE BELLEZA RENEW,Escuelas del sector privado dedicadas a la ense�anza de oficios,PLAZA GRAN FLORIDO,Baja California,Tijuana                                                                                                       ,,32.45840186,-116.8955306
INSTITUTO DE BELLEZA ROSE GOLD,Escuelas del sector privado dedicadas a la ense�anza de oficios,ZONA CENTRO,Baja California,Tijuana                                                                                                       ,,32.53287327,-117.0384034
INSTITUTO DE BELLEZA VERACRUZ,Escuelas del sector privado dedicadas a la ense�anza de oficios,FRANCISCO VILLA,Baja California,Tijuana                                                                                                       ,,32.51039798,-117.056502
INSTITUTO DE CAPACITACION Y ADIESTRAMIENTO POLICIAL,Escuelas de educaci�n t�cnica superior del sector p�blico,PARQUE INDUSTRIAL NUEVA TIJUANA,Baja California,Tijuana                                                                                                       ,,32.54219102,-116.9126526
INSTITUTO DE CIENCIAS COSMETOLOGICAS Y COSMIATRICAS,Escuelas del sector privado dedicadas a la ense�anza de oficios,INDICO UNIVERSIDAD,Baja California,Tijuana                                                                                                       ,,32.52725805,-116.9774619
INSTITUTO DE EDUCACION BASICA DE TIJUANA,Escuelas del sector privado que combinan diversos niveles de educaci�n,FRANCISCO VILLA,Baja California,Tijuana                                                                                                       ,,32.48609581,-116.8658584
INSTITUTO DE ENSE�ANZA MEDIA SUPERIOR SIGLO XXI,Escuelas de educaci�n media superior del sector privado,LOMA BONITA,Baja California,Tijuana                                                                                                       ,,32.5107845,-116.9143468
INSTITUTO DE ENSE�ANZA Y ASESORIA DE OTAY,Escuelas del sector privado que combinan diversos niveles de educaci�n,NUEVA TIJUANA,Baja California,Tijuana                                                                                                       ,,32.54458693,-116.9243543
INSTITUTO DE ESTUDIOS ESPECIALIZADOS ,Escuelas de educaci�n superior del sector privado,ZONA CENTRO,Baja California,Tijuana                                                                                                       ,,32.53114497,-117.0294104
INSTITUTO DE GASTRONOMIA DE BAJA CALIFORNIA,Escuelas del sector privado dedicadas a la ense�anza de oficios,MADERO,Baja California,Tijuana                                                                                                       ,,32.52189491,-117.0264237
INSTITUTO DE LOS NI�OS,Escuelas de educaci�n preescolar del sector privado,FORTIN DE LAS FLORES,Baja California,Tijuana                                                                                                       ,,32.49924709,-116.9529404
INSTITUTO DE REPOSTERIA KERY,Escuelas del sector privado dedicadas a la ense�anza de oficios,FIDEL VELAZQUEZ,Baja California,Tijuana                                                                                                       ,,32.46658157,-116.916153
INSTITUTO DE STYLOS,Escuelas del sector privado dedicadas a la ense�anza de oficios,LAS BRISAS,Baja California,Tijuana                                                                                                       ,,32.49437155,-116.9581708
INSTITUTO DE TAEKWONDO,Escuelas de deporte del sector privado,LOS VALLES,Baja California,Tijuana                                                                                                       ,,32.39236506,-116.9579714
INSTITUTO DECROLY,Escuelas del sector privado que combinan diversos niveles de educaci�n,EL FLORIDO,Baja California,Tijuana                                                                                                       ,,32.47359712,-116.8602673
INSTITUTO DEFENSORES DE BAJA CALIFORNIA,Escuelas del sector privado que combinan diversos niveles de educaci�n,COLONIA LOPEZ LEYVA,Baja California,Tijuana                                                                                                       ,,32.52636576,-117.0031417
INSTITUTO EDUCATIVO FORTALEZA CBBC2018006 SEP,Escuelas de educaci�n media superior del sector privado,HOR�SCOPO,Baja California,Tijuana                                                                                                       ,,32.46079442,-116.8978002
INSTITUTO EDUCATIVO JOSE VASCONCELOS DE TIJUANA,Escuelas de educaci�n media superior del sector privado,COLAS DEL MATAMOROS,Baja California,Tijuana                                                                                                       ,,32.51511475,-116.8578507
INSTITUTO EDUCATIVO JOSE VASCONSELOS,Escuelas de educaci�n media superior del sector privado,COLAS DEL MATAMOROS,Baja California,Tijuana                                                                                                       ,,32.51487116,-116.8579589
INSTITUTO ESTATAL DE INVESTIGACION Y FORMACION INTERDISCIPLINARIA PROFESIONAL ZONA COSTA,Escuelas del sector p�blico dedicadas a la ense�anza de oficios,PLAZA ALAMEDA,Baja California,Tijuana                                                                                                       ,,32.53122839,-116.9542232
INSTITUTO FRONTERA,Escuelas de educaci�n media superior del sector privado,CENTRO,Baja California,Tijuana                                                                                                       ,,32.53258973,-117.0380494
INSTITUTO GALARDONES SIN FRONTERAS,Escuelas de educaci�n t�cnica superior del sector privado,22505,Baja California,Tijuana                                                                                                       ,,32.51911206,-117.1162032
INSTITUTO HERRERA,Escuelas de educaci�n preescolar del sector privado,HERRERA,Baja California,Tijuana                                                                                                       ,,32.52731879,-117.0638245
INSTITUTO INJUS BC,Escuelas de educaci�n superior del sector privado,EL PARAISO,Baja California,Tijuana                                                                                                       ,,32.50776016,-116.9899995
INSTITUTO IRLANDES BILINGUE,Escuelas de educaci�n preescolar del sector privado,GUAYCURA,Baja California,Tijuana                                                                                                       ,,32.4918472,-116.9145055
INSTITUTO JACOME PLANTEL LA MESA,Escuelas de educaci�n media superior del sector privado,GUANAJUATO,Baja California,Tijuana                                                                                                       ,,32.49150462,-116.960345
INSTITUTO KAISEN,Escuelas del sector privado que combinan diversos niveles de educaci�n,KINO,Baja California,Tijuana                                                                                                       ,,32.48149886,-116.922685
INSTITUTO KAIZEN,Escuelas del sector privado que combinan diversos niveles de educaci�n,PIPILA,Baja California,Tijuana                                                                                                       ,,32.50853454,-116.8874498
INSTITUTO KOLBE,Escuelas de educaci�n preescolar del sector privado,INSTITUTO KOLBE,Baja California,Tijuana                                                                                                       ,,32.53469631,-116.9322616
INSTITUTO LATIHAN GLOBAL,Escuelas para la capacitaci�n de ejecutivos del sector privado,22106,Baja California,Tijuana                                                                                                       ,,32.50882866,-116.9882086
INSTITUTO LEV IGOSKY,Escuelas de educaci�n preescolar del sector privado,LAS PALMAS,Baja California,Tijuana                                                                                                       ,,32.5013426,-116.9860284
INSTITUTO LIBERTAD,Escuelas del sector privado que combinan diversos niveles de educaci�n,LA JOYA,Baja California,Tijuana                                                                                                       ,,32.4878641,-116.9474876
INSTITUTO LIBERTAD DE TIJUANA,Escuelas del sector privado que combinan diversos niveles de educaci�n,RUBIO,Baja California,Tijuana                                                                                                       ,,32.47966407,-116.9485789
INSTITUTO LIBERTAD HORIZONTE FLORIDO,Escuelas del sector privado que combinan diversos niveles de educaci�n,AVENIDA LAS TORRES,Baja California,Tijuana                                                                                                       ,,32.46097517,-116.8895386
INSTITUTO LINGUISTICO DE TIJUANA,Escuelas de idiomas del sector privado,GAS Y ANEXAS,Baja California,Tijuana                                                                                                       ,,32.49904454,-116.9663867
INSTITUTO METROPOLITANO DE TIJUANA,Escuelas del sector privado que combinan diversos niveles de educaci�n,22234,Baja California,Tijuana                                                                                                       ,,32.47986574,-116.8804278
INSTITUTO MEXICANO MOO PAL KWAN TAE KWAN DO,Escuelas de deporte del sector privado,SOLER,Baja California,Tijuana                                                                                                       ,,32.52953121,-117.0731227
INSTITUTO MEXICANO MPK TAE KWON DO,Escuelas de deporte del sector privado,EL FLORIDO 1RA. SECCI�N,Baja California,Tijuana                                                                                                       ,,32.46367211,-116.8796957
INSTITUTO MEXICO,Escuelas de educaci�n primaria del sector privado,ALBA ROJA,Baja California,Tijuana                                                                                                       ,,32.49698522,-116.9872687
INSTITUTO MEXICO AMERICANO NOROESTE,Escuelas de educaci�n preescolar del sector privado,22500,Baja California,Tijuana                                                                                                       ,,32.52906165,-117.1128876
INSTITUTO MEXICO AMERICANO NOROESTE,Escuelas del sector privado que combinan diversos niveles de educaci�n,SECCION JARDINES PLAYAS DE TIJUANA,Baja California,Tijuana                                                                                                       ,,32.52683829,-117.1089103
INSTITUTO MEXICO DE BAJA CALIFORNIA,Escuelas del sector privado que combinan diversos niveles de educaci�n,LAS PALMAS,Baja California,Tijuana                                                                                                       ,,32.50030578,-116.9879145
INSTITUTO MEXICO MIRAMAR,Escuelas de educaci�n secundaria general del sector privado,MIRAMAR,Baja California,Tijuana                                                                                                       ,,32.51546472,-117.0843356
INSTITUTO MISION,Escuelas del sector privado que combinan diversos niveles de educaci�n,ZONA CENTRO,Baja California,Tijuana                                                                                                       ,,32.5311308,-117.046232
INSTITUTO MODELO,Escuelas de educaci�n primaria del sector p�blico,CUMBRES DEL SOL,Baja California,Familia Gonz�lez Aguirre                                                                                      ,,32.42585502,-117.0453816
INSTITUTO MODELO FRONTERIZO,Escuelas del sector privado que combinan diversos niveles de educaci�n,EL LAGO,Baja California,Tijuana                                                                                                       ,,32.50856394,-116.9303977
INSTITUTO MONTESQUIEU,Escuelas de educaci�n primaria del sector privado,LAS PALMAS,Baja California,Tijuana                                                                                                       ,,32.50786868,-116.9863473
INSTITUTO NACIONAL DE FORMACION A LA SALUD SEDE TIJUANA,Escuelas de educaci�n t�cnica superior del sector privado,CECE�A,Baja California,Tijuana                                                                                                       ,,32.50598037,-116.9783149
INSTITUTO NACIONAL PARA LA EDUCACION DE LOS ADULTOS,Escuelas del sector p�blico que combinan diversos niveles de educaci�n,MARIANO MATAMOROS (SUR),Baja California,Tijuana                                                                                                       ,,32.47838793,-116.8777114
INSTITUTO NACIONAL PARA LA EDUCACION DE LOS ADULTOS COORDINACION DE ZONA 13,Escuelas del sector p�blico que combinan diversos niveles de educaci�n,ZONA RIO,Baja California,Tijuana                                                                                                       ,,32.51838519,-117.0100275
INSTITUTO NUEVO REGGIO EMILIA,Escuelas del sector privado que combinan diversos niveles de educaci�n,FORTIN DE LAS FLORES,Baja California,Tijuana                                                                                                       ,,32.49855855,-116.9528872
INSTITUTO ORFACABA SALECIANO,Escuelas de educaci�n primaria del sector privado,SANCHEZ TABOADA,Baja California,Tijuana                                                                                                       ,,32.46647994,-116.9762985
INSTITUTO PABLO DE VICTORIA,Escuelas de educaci�n t�cnica superior del sector privado,FRACC VALLE DEL RUBI,Baja California,Tijuana                                                                                                       ,,32.48361353,-117.0353886
INSTITUTO PAULA MONTAL,Escuelas del sector privado que combinan diversos niveles de educaci�n,SOLER,Baja California,Tijuana                                                                                                       ,,32.53633097,-117.0746071
INSTITUTO PEDAGOGICO INFANTIL LE MONDE JOUET,Escuelas de educaci�n preescolar del sector privado,22500,Baja California,Tijuana                                                                                                       ,,32.52542293,-117.1131972
INSTITUTO PEDAGOGICO SMART KIDS,Escuelas de educaci�n preescolar del sector privado,AMPLIACION GUAYCURA,Baja California,Tijuana                                                                                                       ,,32.50829582,-116.9201012
INSTITUTO PENINSULAR,Escuelas del sector privado que combinan diversos niveles de educaci�n,JUAREZ,Baja California,Tijuana                                                                                                       ,,32.51116488,-117.0369078
INSTITUTO PROFESORA MARIA LUISA ARCE,Escuelas de educaci�n primaria del sector privado,22510,Baja California,Tijuana                                                                                                       ,,32.52396127,-117.0995605
INSTITUTO PROGRESO,Escuelas del sector privado que combinan diversos niveles de educaci�n,CACHO,Baja California,Tijuana                                                                                                       ,,32.52105435,-117.0273931
INSTITUTO PROGRESO,Escuelas de educaci�n preescolar del sector privado,CACHO,Baja California,Tijuana                                                                                                       ,,32.51939638,-117.0280672
INSTITUTO PROGRESO,Escuelas del sector privado que combinan diversos niveles de educaci�n,MADERO,Baja California,Tijuana                                                                                                       ,,32.52106895,-117.027292
INSTITUTO PROGRESO,Escuelas del sector privado que combinan diversos niveles de educaci�n,CACHO,Baja California,Tijuana                                                                                                       ,,32.52101571,-117.0272874
INSTITUTO REAL,Escuelas de educaci�n secundaria general del sector privado,PLAYAS DE TIJUANA SECCION COSTA HERMOSA,Baja California,Tijuana                                                                                                       ,,32.51356287,-117.1133213
INSTITUTO REAL DE SAN SEBASTIAN ST ANDREW SCHOOL FLORIDO,Escuelas del sector privado que combinan diversos niveles de educaci�n,FLORIDO,Baja California,Tijuana                                                                                                       ,,32.46956789,-116.8738987
INSTITUTO RUIZ QUIRARTE,Escuelas de educaci�n primaria del sector privado,LA GLORIA,Baja California,Tijuana                                                                                                       ,,32.44614043,-117.0048258
INSTITUTO SAN ANGEL,Escuelas del sector privado que combinan diversos niveles de educaci�n,OBRERA 2DA SECCION,Baja California,Tijuana                                                                                                       ,,32.48274225,-117.0373838
INSTITUTO SAN JOSE,Escuelas del sector privado que combinan diversos niveles de educaci�n,LIBERTAD,Baja California,Tijuana                                                                                                       ,,32.53573595,-117.0089907
INSTITUTO SANTA GEMA,Escuelas de educaci�n primaria del sector privado,SALVATIERRA,Baja California,Tijuana                                                                                                       ,,32.49002795,-117.0694381
INSTITUTO SOR JUANA INES DE LA CRUZ,Escuelas de educaci�n media superior del sector privado,ZONA CENTRO,Baja California,Tijuana                                                                                                       ,,32.52992691,-117.0410556
INSTITUTO TECNICO DE AUXILIAR DE ENFERMERIA,Escuelas de educaci�n t�cnica superior del sector privado,EL LAGO,Baja California,Tijuana                                                                                                       ,,32.49967894,-116.918689
INSTITUTO TECNOLOGICO DE TIJUANA,Escuelas de educaci�n superior del sector p�blico,MESA DE OTAY TECNOLOGICO,Baja California,Tijuana                                                                                                       ,,32.53693062,-116.9284659
INSTITUTO TECNOLOGOCO NACIONAL DE MEXICO CAMPUS TOMAS AQUINO,Escuelas de educaci�n superior del sector p�blico,TOMAS AQUINO,Baja California,Tijuana                                                                                                       ,,32.52884641,-116.9871482
INSTITUTO TIA JUANA,Escuelas del sector privado que combinan diversos niveles de educaci�n,GARCIA,Baja California,Tijuana                                                                                                       ,,32.4572581,-116.9185416
INSTITUTO TRANSCURSAL LAS CALIFORNIAS DE BAJA,Escuelas de idiomas del sector privado,GUERRERO,Baja California,Tijuana                                                                                                       ,,32.51798344,-117.0495924
INSTITUTO UNIVERSITARIO DE ENSENADA,Escuelas de educaci�n superior del sector p�blico,ZONA CENTRO,Baja California,Tijuana                                                                                                       ,,32.53386025,-117.0432873
INSTITUTO VANGUARDIA DE TIJUANA,Escuelas de educaci�n preescolar del sector privado,PLAYAS DE TIJUANA SECCI�N JARDINES,Baja California,Tijuana                                                                                                       ,,32.52421631,-117.1171169
INSTITUTO VANGUARDIA DE TIJUANA,Escuelas del sector privado que combinan diversos niveles de educaci�n,PLAYAS DE TIJUANA SECCI�N JARDINES,Baja California,Tijuana                                                                                                       ,,32.5240729,-117.1171096
INSTITUTO VANGUARDIA DE TIJUANA,Escuelas del sector privado que combinan diversos niveles de educaci�n,PLAYAS DE TIJUANA SECCI�N JARDINES,Baja California,Tijuana                                                                                                       ,,32.52382076,-117.11711
INSTITUTO WORLD TAE KWON DO,Escuelas de deporte del sector privado,BUENOS AIRES NORTE,Baja California,Tijuana                                                                                                       ,,32.51290765,-116.894713
IRNE PREPARATORIA,Escuelas de educaci�n media superior del sector privado,LOPEZ LUCIO,Baja California,Tijuana                                                                                                       ,,32.50454999,-116.9797211
IRON FIFNETS,Escuelas del sector privado dedicadas a la ense�anza de oficios,EL FLORIDO 1RA. SECCI�N,Baja California,Tijuana                                                                                                       ,,32.46367211,-116.8796957
ISPEAK ENGLISH SCHOOL,Escuelas de idiomas del sector privado,22226,Baja California,Tijuana                                                                                                       ,,32.48456463,-116.9273117
IT STEP ACADEMY INTERNATIONAL,Escuelas de educaci�n superior del sector privado,22106,Baja California,Tijuana                                                                                                       ,,32.5088296,-116.9881981
ITAN LOMAS TAEKWONDO,Escuelas de deporte del sector privado,LOMAS DEL VALLE,Baja California,Tijuana                                                                                                       ,,32.48599276,-116.8091244
IVART ESCUELA DE DANZA,Escuelas de arte del sector privado,BUENA VISTA,Baja California,Tijuana                                                                                                       ,,32.51746866,-116.9773985
JAPAN KARATE DO ORGANIZATION,Escuelas de deporte del sector privado,EL PRADO,Baja California,Tijuana                                                                                                       ,,32.50974627,-116.9880141
JARDIN DE NI�OS,Escuelas de educaci�n preescolar del sector p�blico,LIBERTAD PARTE BAJA,Baja California,Tijuana                                                                                                       ,,32.53419776,-117.0084705
JARDIN DE NI�OS 15 DE SEPTIEMBRE,Escuelas de educaci�n preescolar del sector p�blico,REAL DE SAN FRANCISCO,Baja California,Tijuana                                                                                                       ,,32.48525344,-116.8539645
JARDIN DE NI�OS 20 DE NOVIEMBRE,Escuelas de educaci�n preescolar del sector p�blico,RIBERA DEL BOSQUE,Baja California,Tijuana                                                                                                       ,,32.53532106,-116.868715
JARDIN DE NI�OS 21 DE ABRIL,Escuelas de educaci�n preescolar del sector p�blico,LOMAS VERDES,Baja California,Tijuana                                                                                                       ,,32.47493582,-116.9407726
